Study,Authors,Year (online),Year (print),Title,Journal,Pub year IF,2017 IF,Species,Climate (FishBase),Env cue/stimulus?,Cue/stimulus type,Behavioural metric,Life stage,|lnRR|,Raw RR,OA as Percent of Control,...18
a83,Sswat et al,2018,2018,"Growth performance and survival of larval Atlantic herring, under the combined effects of elevated temperatures and CO2",PloS One,2.766,2.766,Clupea harengus,Temp,No,null,"Mean activity (size standardized), 30 days",Larvae,0.2611,1.2984,77.02,NA
a84,Sundin & Jutfelt,2018,2018,Effects of elevated carbon dioxide on male and female behavioural lateralization in a temperate goby,R Soc Open Sci,2.504,2.504,Gobiusculus flavescens,Temp,No,null,"Absolute lateralization, Year 1, female",Adult,0,1,100,NA
a84,Sundin & Jutfelt,2018,2018,Effects of elevated carbon dioxide on male and female behavioural lateralization in a temperate goby,R Soc Open Sci,2.504,2.504,Gobiusculus flavescens,Temp,No,null,"Absolute lateralization, Year 1, male",Adult,0.0322,1.0327,96.831,NA
a84,Sundin & Jutfelt,2018,2018,Effects of elevated carbon dioxide on male and female behavioural lateralization in a temperate goby,R Soc Open Sci,2.504,2.504,Gobiusculus flavescens,Temp,No,null,"Absolute lateralization, Year 2, female",Adult,0.2901,1.3366,74.819,NA
a84,Sundin & Jutfelt,2018,2018,Effects of elevated carbon dioxide on male and female behavioural lateralization in a temperate goby,R Soc Open Sci,2.504,2.504,Gobiusculus flavescens,Temp,No,null,"Absolute lateralization, Year 2, male",Adult,0.2433,1.2755,78.404,NA
a85,Watson et al,2018,2018,Ocean warming has a greater effect than acidification on the early life history development and swimming performance of a large circumglobal pelagic fish,Glob Change Biol,8.997,8.997,Seriola lalandi,Subtrop,Yes,Mimicked threat,Escape distance,Juvenile,0.0522,1.0536,94.914,NA
a85,Watson et al,2018,2018,Ocean warming has a greater effect than acidification on the early life history development and swimming performance of a large circumglobal pelagic fish,Glob Change Biol,8.997,8.997,Seriola lalandi,Subtrop,Yes,Mimicked threat,Escape speed,Juvenile,0.0434,1.0444,95.753,NA
a85,Watson et al,2018,2018,Ocean warming has a greater effect than acidification on the early life history development and swimming performance of a large circumglobal pelagic fish,Glob Change Biol,8.997,8.997,Seriola lalandi,Subtrop,Yes,Mimicked threat,Response latency,Juvenile,0.1551,1.1678,85.633,NA
a86,Steckbauer et al,2018,2018,Predator avoidance in the European seabass after recovery from short-term hypoxia and different CO2 conditions,Front Mar Sci,-,-,Dicentrachus labrax,Temp,Yes,Predator,Time swimming toward refuge,Juvenile,1.4242,4.1545,24.07,NA
a87,Andrade et al,2018,2018,Behavioral responses of a coastal flatfish to predation-associated cues and elevated CO2,J Sea Res,1.729,1.729,Citharichthys stigmaeus,Subtrop,No,null,"Posture, baseline, pre, Mid CO2",Juvenile,0.1307,1.1396,87.748,NA
a87,Andrade et al,2018,2018,Behavioral responses of a coastal flatfish to predation-associated cues and elevated CO2,J Sea Res,1.729,1.729,Citharichthys stigmaeus,Subtrop,No,null,"Posture, baseline, pre, High CO2",Juvenile,0.5138,1.6716,59.822,NA
a87,Andrade et al,2018,2018,Behavioral responses of a coastal flatfish to predation-associated cues and elevated CO2,J Sea Res,1.729,1.729,Citharichthys stigmaeus,Subtrop,Yes,Predator,"Posture, baseline, cue, Mid CO2",Juvenile,0.1535,1.1659,85.77,NA
a87,Andrade et al,2018,2018,Behavioral responses of a coastal flatfish to predation-associated cues and elevated CO2,J Sea Res,1.729,1.729,Citharichthys stigmaeus,Subtrop,Yes,Predator,"Posture, baseline, cue, High CO2",Juvenile,0.1583,1.1715,85.359,NA
a87,Andrade et al,2018,2018,Behavioral responses of a coastal flatfish to predation-associated cues and elevated CO2,J Sea Res,1.729,1.729,Citharichthys stigmaeus,Subtrop,Yes,Food,"Posture, baseline, feed, Mid CO2",Juvenile,0.2583,1.2947,77.236,NA
a87,Andrade et al,2018,2018,Behavioral responses of a coastal flatfish to predation-associated cues and elevated CO2,J Sea Res,1.729,1.729,Citharichthys stigmaeus,Subtrop,Yes,Food,"Posture, baseline, feed, High CO2",Juvenile,0.2583,1.2947,77.236,NA
a87,Andrade et al,2018,2018,Behavioral responses of a coastal flatfish to predation-associated cues and elevated CO2,J Sea Res,1.729,1.729,Citharichthys stigmaeus,Subtrop,No,null,"Posture, baseline, post, Mid CO2",Juvenile,0.0068,1.0068,99.322,NA
a87,Andrade et al,2018,2018,Behavioral responses of a coastal flatfish to predation-associated cues and elevated CO2,J Sea Res,1.729,1.729,Citharichthys stigmaeus,Subtrop,No,null,"Posture, baseline, post, High CO2",Juvenile,0.2241,1.2512,79.924,NA
a87,Andrade et al,2018,2018,Behavioral responses of a coastal flatfish to predation-associated cues and elevated CO2,J Sea Res,1.729,1.729,Citharichthys stigmaeus,Subtrop,No,null,"Posture, first feeding, pre, Mid CO2",Juvenile,0.5421,1.7196,58.153,NA
a87,Andrade et al,2018,2018,Behavioral responses of a coastal flatfish to predation-associated cues and elevated CO2,J Sea Res,1.729,1.729,Citharichthys stigmaeus,Subtrop,No,null,"Posture, first feeding, pre, High CO2",Juvenile,0.1017,1.1071,90.33,NA
a87,Andrade et al,2018,2018,Behavioral responses of a coastal flatfish to predation-associated cues and elevated CO2,J Sea Res,1.729,1.729,Citharichthys stigmaeus,Subtrop,Yes,Predator,"Posture, first feeding, cue, Mid CO2",Juvenile,0.3928,1.4811,67.516,NA
a87,Andrade et al,2018,2018,Behavioral responses of a coastal flatfish to predation-associated cues and elevated CO2,J Sea Res,1.729,1.729,Citharichthys stigmaeus,Subtrop,Yes,Predator,"Posture, first feeding, cue, High CO2",Juvenile,0.0487,1.0499,95.247,NA
a87,Andrade et al,2018,2018,Behavioral responses of a coastal flatfish to predation-associated cues and elevated CO2,J Sea Res,1.729,1.729,Citharichthys stigmaeus,Subtrop,Yes,Food,"Posture, first feeding, feed, Mid CO2",Juvenile,0.1187,1.126,88.807,NA
a87,Andrade et al,2018,2018,Behavioral responses of a coastal flatfish to predation-associated cues and elevated CO2,J Sea Res,1.729,1.729,Citharichthys stigmaeus,Subtrop,Yes,Food,"Posture, first feeding, feed, High CO2",Juvenile,0.0428,1.0437,95.81,NA
a87,Andrade et al,2018,2018,Behavioral responses of a coastal flatfish to predation-associated cues and elevated CO2,J Sea Res,1.729,1.729,Citharichthys stigmaeus,Subtrop,No,null,"Posture, first feeding, post, Mid CO2",Juvenile,0.1749,1.1911,83.954,NA
a87,Andrade et al,2018,2018,Behavioral responses of a coastal flatfish to predation-associated cues and elevated CO2,J Sea Res,1.729,1.729,Citharichthys stigmaeus,Subtrop,No,null,"Posture, first feeding, post, High CO2",Juvenile,0.114,1.1208,89.226,NA
a87,Andrade et al,2018,2018,Behavioral responses of a coastal flatfish to predation-associated cues and elevated CO2,J Sea Res,1.729,1.729,Citharichthys stigmaeus,Subtrop,No,null,"Posture, DS response, pre, Mid CO2",Juvenile,0.1374,1.1473,87.162,NA
a87,Andrade et al,2018,2018,Behavioral responses of a coastal flatfish to predation-associated cues and elevated CO2,J Sea Res,1.729,1.729,Citharichthys stigmaeus,Subtrop,No,null,"Posture, DS response, pre, High CO2",Juvenile,0.0349,1.0355,96.57,NA
a87,Andrade et al,2018,2018,Behavioral responses of a coastal flatfish to predation-associated cues and elevated CO2,J Sea Res,1.729,1.729,Citharichthys stigmaeus,Subtrop,Yes,Predator,"Posture, DS response, cue, Mid CO2",Juvenile,0.2352,1.2652,79.041,NA
a87,Andrade et al,2018,2018,Behavioral responses of a coastal flatfish to predation-associated cues and elevated CO2,J Sea Res,1.729,1.729,Citharichthys stigmaeus,Subtrop,Yes,Predator,"Posture, DS response, cue, High CO2",Juvenile,0.0726,1.0753,92.997,NA
a87,Andrade et al,2018,2018,Behavioral responses of a coastal flatfish to predation-associated cues and elevated CO2,J Sea Res,1.729,1.729,Citharichthys stigmaeus,Subtrop,Yes,Food,"Posture, DS response, feed, Mid CO2",Juvenile,0.1028,1.1083,90.231,NA
a87,Andrade et al,2018,2018,Behavioral responses of a coastal flatfish to predation-associated cues and elevated CO2,J Sea Res,1.729,1.729,Citharichthys stigmaeus,Subtrop,Yes,Food,"Posture, DS response, feed, High CO2",Juvenile,0,1,100,NA
a87,Andrade et al,2018,2018,Behavioral responses of a coastal flatfish to predation-associated cues and elevated CO2,J Sea Res,1.729,1.729,Citharichthys stigmaeus,Subtrop,No,null,"Posture, DS response, post, Mid CO2",Juvenile,0.1301,1.1389,87.801,NA
a87,Andrade et al,2018,2018,Behavioral responses of a coastal flatfish to predation-associated cues and elevated CO2,J Sea Res,1.729,1.729,Citharichthys stigmaeus,Subtrop,No,null,"Posture, DS response, post, High CO2",Juvenile,0.0395,1.0403,96.127,NA
a87,Andrade et al,2018,2018,Behavioral responses of a coastal flatfish to predation-associated cues and elevated CO2,J Sea Res,1.729,1.729,Citharichthys stigmaeus,Subtrop,No,null,"Posture, post DS response, pre, Mid CO2",Juvenile,0.3058,1.3577,73.653,NA
a87,Andrade et al,2018,2018,Behavioral responses of a coastal flatfish to predation-associated cues and elevated CO2,J Sea Res,1.729,1.729,Citharichthys stigmaeus,Subtrop,No,null,"Posture, post DS response, pre, High CO2",Juvenile,0.0626,1.0646,93.932,NA
a87,Andrade et al,2018,2018,Behavioral responses of a coastal flatfish to predation-associated cues and elevated CO2,J Sea Res,1.729,1.729,Citharichthys stigmaeus,Subtrop,Yes,Predator,"Posture, post DS response, cue, Mid CO2",Juvenile,0.3693,1.4467,69.122,NA
a87,Andrade et al,2018,2018,Behavioral responses of a coastal flatfish to predation-associated cues and elevated CO2,J Sea Res,1.729,1.729,Citharichthys stigmaeus,Subtrop,Yes,Predator,"Posture, post DS response, cue, High CO2",Juvenile,0.0792,1.0824,92.386,NA
a87,Andrade et al,2018,2018,Behavioral responses of a coastal flatfish to predation-associated cues and elevated CO2,J Sea Res,1.729,1.729,Citharichthys stigmaeus,Subtrop,Yes,Food,"Posture, post DS response, feed, Mid CO2",Juvenile,0.128,1.1366,87.985,NA
a87,Andrade et al,2018,2018,Behavioral responses of a coastal flatfish to predation-associated cues and elevated CO2,J Sea Res,1.729,1.729,Citharichthys stigmaeus,Subtrop,Yes,Food,"Posture, post DS response, feed, High CO2",Juvenile,0.0663,1.0685,93.585,NA
a87,Andrade et al,2018,2018,Behavioral responses of a coastal flatfish to predation-associated cues and elevated CO2,J Sea Res,1.729,1.729,Citharichthys stigmaeus,Subtrop,No,null,"Posture, post DS response, post, Mid CO2",Juvenile,0.0516,1.053,94.971,NA
a87,Andrade et al,2018,2018,Behavioral responses of a coastal flatfish to predation-associated cues and elevated CO2,J Sea Res,1.729,1.729,Citharichthys stigmaeus,Subtrop,No,null,"Posture, post DS response, post, High CO2",Juvenile,0.0112,1.0113,98.886,NA
a87,Andrade et al,2018,2018,Behavioral responses of a coastal flatfish to predation-associated cues and elevated CO2,J Sea Res,1.729,1.729,Citharichthys stigmaeus,Subtrop,Yes,Food,"Feeding strikes, baseline, Mid CO2",Juvenile,0.101,1.1063,90.393,NA
a87,Andrade et al,2018,2018,Behavioral responses of a coastal flatfish to predation-associated cues and elevated CO2,J Sea Res,1.729,1.729,Citharichthys stigmaeus,Subtrop,Yes,Food,"Feeding strikes, baseline, High CO2",Juvenile,0.083,1.0865,92.035,NA
a87,Andrade et al,2018,2018,Behavioral responses of a coastal flatfish to predation-associated cues and elevated CO2,J Sea Res,1.729,1.729,Citharichthys stigmaeus,Subtrop,Yes,Food,"Feeding strikes, first feeding, Mid CO2",Juvenile,0.1841,1.2021,83.185,NA
a87,Andrade et al,2018,2018,Behavioral responses of a coastal flatfish to predation-associated cues and elevated CO2,J Sea Res,1.729,1.729,Citharichthys stigmaeus,Subtrop,Yes,Food,"Feeding strikes, first feeding, High CO2",Juvenile,0.0611,1.063,94.073,NA
a87,Andrade et al,2018,2018,Behavioral responses of a coastal flatfish to predation-associated cues and elevated CO2,J Sea Res,1.729,1.729,Citharichthys stigmaeus,Subtrop,Yes,Predator + food,"Feeding strikes, DS response, Mid CO2",Juvenile,0.0061,1.0061,99.392,NA
a87,Andrade et al,2018,2018,Behavioral responses of a coastal flatfish to predation-associated cues and elevated CO2,J Sea Res,1.729,1.729,Citharichthys stigmaeus,Subtrop,Yes,Predator + food,"Feeding strikes, DS response, High CO2",Juvenile,0.0356,1.0362,96.503,NA
a87,Andrade et al,2018,2018,Behavioral responses of a coastal flatfish to predation-associated cues and elevated CO2,J Sea Res,1.729,1.729,Citharichthys stigmaeus,Subtrop,Yes,Food,"Feeding strikes, post DS response, Mid CO2",Juvenile,0.1751,1.1914,83.937,NA
a87,Andrade et al,2018,2018,Behavioral responses of a coastal flatfish to predation-associated cues and elevated CO2,J Sea Res,1.729,1.729,Citharichthys stigmaeus,Subtrop,Yes,Food,"Feeding strikes, post DS response, High CO2",Juvenile,0.2374,1.2679,78.868,NA
a88,Jiahuan et al,2018,2018,"Ocean Acidification Impairs Foraging Behavior by Interfering With Olfactory Neural Signal Transduction in Black Sea Bream, Acanthopagrus schlegelii",Front Mar Sci,-,-,Acanthopagrus schlegelii,Subtrop,Yes,Food,"Curvilinear velocity, mid CO2",Larvae,0.2364,1.2667,78.947,NA
a88,Jiahuan et al,2018,2018,"Ocean Acidification Impairs Foraging Behavior by Interfering With Olfactory Neural Signal Transduction in Black Sea Bream, Acanthopagrus schlegelii",Front Mar Sci,-,-,Acanthopagrus schlegelii,Subtrop,Yes,Food,"Curvilinear velocity, high CO2",Larvae,0.4342,1.5438,64.777,NA
a88,Jiahuan et al,2018,2018,"Ocean Acidification Impairs Foraging Behavior by Interfering With Olfactory Neural Signal Transduction in Black Sea Bream, Acanthopagrus schlegelii",Front Mar Sci,-,-,Acanthopagrus schlegelii,Subtrop,Yes,Food,"Response time, mid CO2",Larvae,0.6919,1.9975,50.062,NA
a88,Jiahuan et al,2018,2018,"Ocean Acidification Impairs Foraging Behavior by Interfering With Olfactory Neural Signal Transduction in Black Sea Bream, Acanthopagrus schlegelii",Front Mar Sci,-,-,Acanthopagrus schlegelii,Subtrop,Yes,Food,"Response time, high CO2",Larvae,0.8425,2.3221,43.064,NA
a88,Jiahuan et al,2018,2018,"Ocean Acidification Impairs Foraging Behavior by Interfering With Olfactory Neural Signal Transduction in Black Sea Bream, Acanthopagrus schlegelii",Front Mar Sci,-,-,Acanthopagrus schlegelii,Subtrop,Yes,Food,"Linearity of swimming path, mid CO2",Larvae,0.1624,1.1763,85.012,NA
a88,Jiahuan et al,2018,2018,"Ocean Acidification Impairs Foraging Behavior by Interfering With Olfactory Neural Signal Transduction in Black Sea Bream, Acanthopagrus schlegelii",Front Mar Sci,-,-,Acanthopagrus schlegelii,Subtrop,Yes,Food,"Linearity of swimming path, high CO2",Larvae,0.4961,1.6423,60.89,NA
a88,Jiahuan et al,2018,2018,"Ocean Acidification Impairs Foraging Behavior by Interfering With Olfactory Neural Signal Transduction in Black Sea Bream, Acanthopagrus schlegelii",Front Mar Sci,-,-,Acanthopagrus schlegelii,Subtrop,Yes,Food,"Wobble of swimming path, mid CO2",Larvae,0.1854,1.2037,83.079,NA
a88,Jiahuan et al,2018,2018,"Ocean Acidification Impairs Foraging Behavior by Interfering With Olfactory Neural Signal Transduction in Black Sea Bream, Acanthopagrus schlegelii",Front Mar Sci,-,-,Acanthopagrus schlegelii,Subtrop,Yes,Food,"Wobble of swimming path, high CO2",Larvae,0.5312,1.701,58.787,NA
a88,Jiahuan et al,2018,2018,"Ocean Acidification Impairs Foraging Behavior by Interfering With Olfactory Neural Signal Transduction in Black Sea Bream, Acanthopagrus schlegelii",Front Mar Sci,-,-,Acanthopagrus schlegelii,Subtrop,Yes,Food,"Latency time, mid CO2",Larvae,0.3328,1.3949,71.689,NA
a88,Jiahuan et al,2018,2018,"Ocean Acidification Impairs Foraging Behavior by Interfering With Olfactory Neural Signal Transduction in Black Sea Bream, Acanthopagrus schlegelii",Front Mar Sci,-,-,Acanthopagrus schlegelii,Subtrop,Yes,Food,"Latency time, high CO2",Larvae,1.5281,4.6093,21.695,NA
a89,Borges et al.,2019,2019,Ocean warming and acidification may challenge the riverward migration of glass eels,Biol Lett,3.345,3.345,Anguilla anguilla,Temp,Yes,Habitat,"Proportion exhibiting migratory response, Geo test",Larvae,0.102,1.1074,90.303,NA
a89,Borges et al.,2019,2019,Ocean warming and acidification may challenge the riverward migration of glass eels,Biol Lett,3.345,3.345,Anguilla anguilla,Temp,Yes,Habitat,"Number chose the kitasato with cue, Geo test",Larvae,0.3677,1.4444,69.232,NA
a89,Borges et al.,2019,2019,Ocean warming and acidification may challenge the riverward migration of glass eels,Biol Lett,3.345,3.345,Anguilla anguilla,Temp,Yes,Habitat,"Proportion exhibiting migratory response, FW test",Larvae,0.0629,1.0649,93.904,NA
a89,Borges et al.,2019,2019,Ocean warming and acidification may challenge the riverward migration of glass eels,Biol Lett,3.345,3.345,Anguilla anguilla,Temp,Yes,Habitat,"Number chose the kitasato with cue, FW test",Larvae,0.1823,1.2,83.335,NA
a90,Hurst et al,2019,2019,"Elevated CO2 alters behavior, growth, and lipid composition of Pacific cod larvae",Mar Environ Res,3.159,3.159,Gadus macrocephalus,Boreal,Yes,Light,"Tank position, mid CO2, top figure panel, time 0",Larvae,0.1021,1.1075,90.294,NA
a90,Hurst et al,2019,2019,"Elevated CO2 alters behavior, growth, and lipid composition of Pacific cod larvae",Mar Environ Res,3.159,3.159,Gadus macrocephalus,Boreal,Yes,Light,"Tank position, mid CO2, top figure panel, time 1",Larvae,0.1155,1.1224,89.092,NA
a90,Hurst et al,2019,2019,"Elevated CO2 alters behavior, growth, and lipid composition of Pacific cod larvae",Mar Environ Res,3.159,3.159,Gadus macrocephalus,Boreal,Yes,Light,"Tank position, mid CO2, top figure panel, time 2",Larvae,0.1729,1.1887,84.122,NA
a90,Hurst et al,2019,2019,"Elevated CO2 alters behavior, growth, and lipid composition of Pacific cod larvae",Mar Environ Res,3.159,3.159,Gadus macrocephalus,Boreal,Yes,Light,"Tank position, mid CO2, top figure panel, time 3",Larvae,0.1431,1.1538,86.667,NA
a90,Hurst et al,2019,2019,"Elevated CO2 alters behavior, growth, and lipid composition of Pacific cod larvae",Mar Environ Res,3.159,3.159,Gadus macrocephalus,Boreal,Yes,Light,"Tank position, mid CO2, top figure panel, time 4",Larvae,0.0801,1.0834,92.302,NA
a90,Hurst et al,2019,2019,"Elevated CO2 alters behavior, growth, and lipid composition of Pacific cod larvae",Mar Environ Res,3.159,3.159,Gadus macrocephalus,Boreal,Yes,Light,"Tank position, mid CO2, top figure panel, time 5",Larvae,0.2941,1.3419,74.52,NA
